0.8088235,32,entropy,10,39,1,balanced 679
0.8088235,34,entropy,14,69,1,balanced 1339
0.8088235,29,gini,12,62,1,balanced 1467
0.8088235,30,gini,14,60,1,balanced 1780
0.8088235,30,gini,14,70,1,balanced 1790
0.8088235,31,gini,12,51,1,balanced 1906
0.8088235,32,gini,12,78,1,balanced 2158
0.8088235,32,gini,13,40,1,balanced 2165
0.8088235,33,gini,12,35,1,balanced 2340
0.8088235,33,gini,12,65,1,balanced 2370
0.8088235,33,gini,12,67,1,balanced 2372
0.8088235,34,gini,11,50,1,balanced 2535
0.8088235,34,gini,11,70,1,balanced 2555
0.8088235,34,gini,14,39,1,balanced 2659
0.7941176,29,entropy,13,44,1,balanced
0.7941176,29,entropy,13,45,1,balanced
0.7941176,29,entropy,13,46,1,balanced
0.7941176,29,entropy,13,47,1,balanced
0.7941176,29,entropy,13,48,1,balanced
0.7941176,29,entropy,13,49,1,balanced
0.7941176,29,entropy,13,50,1,balanced
0.7941176,29,entropy,13,51,1,balanced
0.7941176,29,entropy,13,52,1,balanced
0.7941176,29,entropy,13,53,1,balanced
0.7941176,29,entropy,13,54,1,balanced
0.7941176,29,entropy,13,55,1,balanced
0.7941176,29,entropy,13,56,1,balanced
0.7941176,29,entropy,13,57,1,balanced
0.7941176,29,entropy,13,58,1,balanced
0.7941176,29,entropy,13,59,1,balanced
0.7941176,29,entropy,13,60,1,balanced
0.7941176,29,entropy,13,61,1,balanced
0.7941176,29,entropy,13,62,1,balanced
0.7941176,29,entropy,13,63,1,balanced
0.7941176,29,entropy,13,64,1,balanced
0.7941176,29,entropy,13,65,1,balanced
0.7941176,29,entropy,13,66,1,balanced
0.7941176,29,entropy,13,67,1,balanced
0.7941176,29,entropy,13,68,1,balanced
0.7941176,29,entropy,13,69,1,balanced
0.7941176,29,entropy,13,70,1,balanced
0.7941176,29,entropy,13,71,1,balanced
0.7941176,29,entropy,13,72,1,balanced
0.7941176,29,entropy,13,73,1,balanced
0.7941176,29,entropy,13,74,1,balanced
0.7941176,29,entropy,13,75,1,balanced
0.7941176,29,entropy,13,76,1,balanced
0.7941176,29,entropy,13,77,1,balanced
0.7941176,29,entropy,13,78,1,balanced
0.7941176,29,entropy,13,79,1,balanced
0.7941176,31,entropy,7,35,3,balanced
0.7941176,31,entropy,7,36,3,balanced
0.7941176,31,entropy,7,37,3,balanced
0.7941176,31,entropy,7,38,3,balanced
0.7941176,31,entropy,7,39,3,balanced
0.7941176,31,entropy,7,40,3,balanced
0.7941176,31,entropy,7,41,3,balanced
0.7941176,31,entropy,7,42,3,balanced
0.7941176,31,entropy,7,43,3,balanced
0.7941176,31,entropy,7,44,3,balanced
0.7941176,31,entropy,7,45,3,balanced
0.7941176,31,entropy,7,46,3,balanced
0.7941176,31,entropy,7,47,3,balanced
0.7941176,31,entropy,7,48,3,balanced
0.7941176,31,entropy,7,49,3,balanced
0.7941176,31,entropy,7,50,3,balanced
0.7941176,31,entropy,7,51,3,balanced
0.7941176,31,entropy,7,52,3,balanced
0.7941176,31,entropy,7,53,3,balanced
0.7941176,31,entropy,7,54,3,balanced
0.7941176,31,entropy,7,55,3,balanced
0.7941176,31,entropy,7,56,3,balanced
0.7941176,31,entropy,7,57,3,balanced
0.7941176,31,entropy,7,58,3,balanced
0.7941176,31,entropy,7,59,3,balanced
0.7941176,31,entropy,7,60,3,balanced
0.7941176,31,entropy,7,61,3,balanced
0.7941176,31,entropy,7,62,3,balanced
0.7941176,31,entropy,7,63,3,balanced
0.7941176,31,entropy,7,64,3,balanced
0.7941176,31,entropy,7,65,3,balanced
0.7941176,31,entropy,7,66,3,balanced
0.7941176,31,entropy,7,67,3,balanced
0.7941176,31,entropy,7,68,3,balanced
0.7941176,31,entropy,7,69,3,balanced
0.7941176,31,entropy,7,70,3,balanced
0.7941176,31,entropy,7,71,3,balanced
0.7941176,31,entropy,7,72,3,balanced
0.7941176,31,entropy,7,73,3,balanced
0.7941176,31,entropy,7,74,3,balanced
0.7941176,31,entropy,7,75,3,balanced
0.7941176,31,entropy,7,76,3,balanced
0.7941176,31,entropy,7,77,3,balanced
0.7941176,31,entropy,7,78,3,balanced
0.7941176,31,entropy,7,79,3,balanced
0.7941176,32,entropy,7,35,3,balanced
0.7941176,32,entropy,7,36,3,balanced
0.7941176,32,entropy,7,37,3,balanced
0.7941176,32,entropy,7,38,3,balanced
0.7941176,32,entropy,7,39,3,balanced
0.7941176,32,entropy,7,40,3,balanced
0.7941176,32,entropy,7,41,3,balanced
0.7941176,32,entropy,7,42,3,balanced
0.7941176,32,entropy,7,43,3,balanced
0.7941176,32,entropy,7,44,3,balanced
0.7941176,32,entropy,7,45,3,balanced
0.7941176,32,entropy,7,46,3,balanced
0.7941176,32,entropy,7,47,3,balanced
0.7941176,32,entropy,7,48,3,balanced
0.7941176,32,entropy,7,49,3,balanced
0.7941176,32,entropy,7,50,3,balanced
0.7941176,32,entropy,7,51,3,balanced
0.7941176,32,entropy,7,52,3,balanced
0.7941176,32,entropy,7,53,3,balanced
0.7941176,32,entropy,7,54,3,balanced
0.7941176,32,entropy,7,55,3,balanced
0.7941176,32,entropy,7,56,3,balanced
0.7941176,32,entropy,7,57,3,balanced
0.7941176,32,entropy,7,58,3,balanced
0.7941176,32,entropy,7,59,3,balanced
0.7941176,32,entropy,7,60,3,balanced
0.7941176,32,entropy,7,61,3,balanced
