accuracy,number of trees,,max features,max leaf nodes,min sample leaf ,class weight
0.7164179,28,entropy,6,52,2,balanced
0.7164179,28,entropy,6,59,2,balanced
0.7164179,28,entropy,7,39,2,balanced
0.7164179,28,entropy,7,53,2,balanced
0.7164179,28,entropy,7,61,2,balanced
0.7164179,28,entropy,7,69,1,balanced
0.7164179,28,entropy,7,74,2,balanced
0.7164179,28,entropy,8,35,1,balanced
0.7164179,28,entropy,8,36,1,balanced
0.7164179,28,entropy,8,43,1,balanced
0.7164179,28,entropy,8,46,2,balanced
0.7164179,28,entropy,8,53,1,balanced
0.7164179,28,entropy,8,56,2,balanced
0.7164179,28,entropy,8,57,2,balanced
0.7164179,28,entropy,8,72,2,balanced
0.7164179,28,entropy,8,73,1,balanced
0.7164179,28,entropy,9,72,2,balanced
0.7164179,28,entropy,9,75,1,balanced
0.7164179,28,entropy,11,60,2,balanced
0.7164179,28,entropy,11,66,2,balanced
0.7164179,28,entropy,11,76,2,balanced
0.7164179,28,entropy,11,77,2,balanced
0.7164179,29,entropy,6,36,1,balanced
0.7164179,29,entropy,6,56,1,balanced
0.7164179,29,entropy,6,66,2,balanced
0.7164179,29,entropy,6,73,2,balanced
0.7164179,29,entropy,6,75,1,balanced
0.7164179,29,entropy,7,53,1,balanced
0.7164179,29,entropy,7,54,1,balanced
0.7164179,29,entropy,7,61,1,balanced
0.7164179,29,entropy,7,64,1,balanced
0.7164179,29,entropy,7,64,2,balanced
0.7164179,29,entropy,7,65,2,balanced
0.7164179,29,entropy,7,70,2,balanced
0.7164179,29,entropy,8,35,1,balanced
0.7164179,29,entropy,8,36,1,balanced
0.7164179,29,entropy,8,59,2,balanced
0.7164179,29,entropy,8,63,1,balanced
0.7164179,29,entropy,8,64,2,balanced
0.7164179,29,entropy,9,36,2,balanced
0.7164179,29,entropy,9,38,2,balanced
0.7164179,29,entropy,9,40,1,balanced
0.7164179,29,entropy,9,48,2,balanced
0.7164179,29,entropy,9,58,2,balanced
0.7164179,29,entropy,9,62,2,balanced
0.7164179,29,entropy,9,69,1,balanced
0.7164179,29,entropy,9,72,1,balanced
0.7164179,29,entropy,9,74,2,balanced
0.7164179,29,entropy,10,36,1,balanced
0.7164179,29,entropy,10,38,1,balanced
0.7164179,29,entropy,10,55,2,balanced
0.7164179,29,entropy,10,63,2,balanced
0.7164179,29,entropy,10,65,2,balanced
0.7164179,29,entropy,10,72,1,balanced
0.7164179,29,entropy,10,75,2,balanced
0.7164179,29,entropy,10,78,2,balanced
0.7164179,29,entropy,11,44,2,balanced
0.7164179,29,entropy,11,51,2,balanced
0.7164179,30,entropy,6,41,1,balanced
0.7164179,30,entropy,6,54,2,balanced
0.7164179,30,entropy,6,58,2,balanced
0.7164179,30,entropy,6,60,2,balanced
0.7164179,30,entropy,6,64,1,balanced
0.7164179,30,entropy,6,65,2,balanced
0.7164179,30,entropy,6,73,1,balanced
0.7164179,30,entropy,7,44,2,balanced
0.7164179,30,entropy,7,55,2,balanced
0.7164179,30,entropy,7,62,1,balanced
0.7164179,30,entropy,7,71,1,balanced
0.7164179,30,entropy,7,78,2,balanced
0.7164179,30,entropy,8,41,2,balanced
0.7164179,30,entropy,8,73,2,balanced
0.7164179,30,entropy,9,37,1,balanced
0.7164179,30,entropy,9,39,2,balanced
0.7164179,30,entropy,9,50,1,balanced
0.7164179,30,entropy,10,36,2,balanced
0.7164179,30,entropy,10,48,2,balanced
0.7164179,30,entropy,10,52,1,balanced
0.7164179,30,entropy,10,58,2,balanced
0.7164179,30,entropy,10,63,2,balanced
0.7164179,30,entropy,11,38,1,balanced
0.7164179,30,entropy,11,68,1,balanced
0.7164179,31,entropy,6,38,2,balanced
0.7164179,31,entropy,6,51,2,balanced
0.7164179,31,entropy,6,55,1,balanced
0.7164179,31,entropy,6,59,1,balanced
0.7164179,31,entropy,6,68,1,balanced
0.7164179,31,entropy,7,57,1,balanced
0.7164179,31,entropy,7,62,2,balanced
0.7164179,31,entropy,7,77,1,balanced
0.7164179,31,entropy,7,79,2,balanced
0.7164179,31,entropy,8,41,1,balanced
0.7164179,31,entropy,8,48,2,balanced
0.7164179,31,entropy,8,65,1,balanced
0.7164179,31,entropy,8,66,2,balanced
0.7164179,31,entropy,8,74,2,balanced
0.7164179,31,entropy,9,36,2,balanced
0.7164179,31,entropy,9,62,1,balanced
0.7164179,31,entropy,9,64,1,balanced
0.7164179,31,entropy,9,72,1,balanced
0.7164179,31,entropy,9,77,1,balanced
0.7164179,31,entropy,10,56,2,balanced
0.7164179,31,entropy,10,64,2,balanced
0.7164179,31,entropy,11,36,2,balanced
0.7164179,31,entropy,11,60,2,balanced
0.7164179,32,entropy,6,39,2,balanced
0.7164179,32,entropy,6,41,2,balanced
0.7164179,32,entropy,6,44,1,balanced
0.7164179,32,entropy,6,45,2,balanced
0.7164179,32,entropy,6,47,2,balanced
0.7164179,32,entropy,6,49,1,balanced
0.7164179,32,entropy,6,66,2,balanced
0.7164179,32,entropy,6,70,2,balanced
0.7164179,32,entropy,7,35,2,balanced
0.7164179,32,entropy,7,36,1,balanced
0.7164179,32,entropy,7,41,1,balanced
0.7164179,32,entropy,7,43,1,balanced
0.7164179,32,entropy,7,50,2,balanced
0.7164179,32,entropy,7,56,2,balanced
0.7164179,32,entropy,7,65,2,balanced
0.7164179,32,entropy,7,70,2,balanced
0.7164179,32,entropy,8,45,2,balanced
0.7164179,32,entropy,8,48,1,balanced
0.7164179,32,entropy,8,54,1,balanced
0.7164179,32,entropy,8,58,2,balanced
0.7164179,32,entropy,8,63,2,balanced
0.7164179,32,entropy,8,74,1,balanced
0.7164179,32,entropy,8,75,2,balanced
0.7164179,32,entropy,9,42,2,balanced
0.7164179,32,entropy,9,50,2,balanced
0.7164179,32,entropy,10,40,1,balanced
0.7164179,32,entropy,10,52,2,balanced
0.7164179,32,entropy,10,53,2,balanced
0.7164179,32,entropy,11,38,2,balanced
0.7164179,32,entropy,11,50,2,balanced
0.7164179,32,entropy,11,57,2,balanced
0.7164179,32,entropy,11,71,2,balanced
0.7164179,32,entropy,11,76,2,balanced
0.7164179,33,entropy,6,36,2,balanced
0.7164179,33,entropy,6,37,1,balanced
0.7164179,33,entropy,6,38,1,balanced
0.7164179,33,entropy,6,41,1,balanced
0.7164179,33,entropy,6,41,2,balanced
0.7164179,33,entropy,6,49,1,balanced
0.7164179,33,entropy,6,53,1,balanced
0.7164179,33,entropy,6,57,1,balanced
0.7164179,33,entropy,6,60,1,balanced
0.7164179,33,entropy,6,61,1,balanced
0.7164179,33,entropy,6,61,2,balanced
0.7164179,33,entropy,6,66,1,balanced
0.7164179,33,entropy,6,68,2,balanced
0.7164179,33,entropy,7,38,1,balanced
0.7164179,33,entropy,7,54,2,balanced
0.7164179,33,entropy,7,56,2,balanced
0.7164179,33,entropy,7,62,2,balanced
0.7164179,33,entropy,7,69,1,balanced
0.7164179,33,entropy,7,71,2,balanced
0.7164179,33,entropy,8,37,1,balanced
0.7164179,33,entropy,8,44,2,balanced
0.7164179,33,entropy,8,50,2,balanced
0.7164179,33,entropy,8,64,2,balanced
0.7164179,33,entropy,8,70,2,balanced
0.7164179,33,entropy,8,73,2,balanced
0.7164179,33,entropy,8,74,1,balanced
0.7164179,33,entropy,8,77,1,balanced
0.7164179,33,entropy,9,38,1,balanced
0.7164179,33,entropy,9,45,1,balanced
0.7164179,33,entropy,9,49,2,balanced
0.7164179,33,entropy,9,61,2,balanced
0.7164179,33,entropy,10,37,2,balanced
0.7164179,33,entropy,10,50,2,balanced
0.7164179,33,entropy,11,38,1,balanced
0.7164179,33,entropy,11,58,2,balanced
0.7164179,33,entropy,11,60,2,balanced
0.7164179,33,entropy,11,79,2,balanced
0.7164179,20,gini,6,38,2,balanced
0.7164179,20,gini,6,44,2,balanced
0.7164179,20,gini,6,49,2,balanced
0.7164179,20,gini,6,56,2,balanced
0.7164179,20,gini,6,57,2,balanced
0.7164179,20,gini,6,58,1,balanced
0.7164179,20,gini,6,64,2,balanced
0.7164179,20,gini,6,65,1,balanced
0.7164179,20,gini,6,66,2,balanced
0.7164179,20,gini,6,71,2,balanced
0.7164179,20,gini,6,72,1,balanced
0.7164179,20,gini,7,37,1,balanced
0.7164179,20,gini,7,37,2,balanced
0.7164179,20,gini,7,40,2,balanced
0.7164179,20,gini,7,43,2,balanced
0.7164179,20,gini,7,45,1,balanced
0.7164179,20,gini,7,45,2,balanced
0.7164179,20,gini,7,51,1,balanced
0.7164179,20,gini,7,70,2,balanced
0.7164179,20,gini,7,78,1,balanced
0.7164179,20,gini,7,79,1,balanced
0.7164179,20,gini,8,42,2,balanced
0.7164179,20,gini,8,75,1,balanced
0.7164179,20,gini,9,44,2,balanced
0.7164179,20,gini,9,59,2,balanced
0.7164179,20,gini,9,62,2,balanced
0.7164179,20,gini,10,43,1,balanced
0.7164179,20,gini,10,48,2,balanced
0.7164179,20,gini,10,50,1,balanced
0.7164179,20,gini,10,55,2,balanced
0.7164179,20,gini,10,73,1,balanced
0.7164179,20,gini,10,75,1,balanced
0.7164179,20,gini,11,35,2,balanced
0.7164179,20,gini,11,39,1,balanced
0.7164179,20,gini,11,46,1,balanced
0.7164179,20,gini,11,51,1,balanced
0.7164179,20,gini,11,56,1,balanced
0.7164179,20,gini,11,64,1,balanced
0.7164179,20,gini,11,66,2,balanced
0.7164179,20,gini,11,71,1,balanced
0.7164179,20,gini,11,78,1,balanced
0.7164179,21,gini,6,37,2,balanced
0.7164179,21,gini,6,39,1,balanced
0.7164179,21,gini,6,42,2,balanced
0.7164179,21,gini,6,45,1,balanced
0.7164179,21,gini,6,59,2,balanced
0.7164179,21,gini,6,64,1,balanced
0.7164179,21,gini,6,76,1,balanced
0.7164179,21,gini,7,42,1,balanced
0.7164179,21,gini,7,45,1,balanced
0.7164179,21,gini,7,45,2,balanced
0.7164179,21,gini,7,48,2,balanced
0.7164179,21,gini,7,54,2,balanced
0.7164179,21,gini,7,55,2,balanced
0.7164179,21,gini,7,65,1,balanced
0.7164179,21,gini,8,38,2,balanced
0.7164179,21,gini,8,41,1,balanced
0.7164179,21,gini,8,42,2,balanced
0.7164179,21,gini,8,46,2,balanced
0.7164179,21,gini,8,54,2,balanced
0.7164179,21,gini,8,58,1,balanced
0.7164179,21,gini,8,65,2,balanced
0.7164179,21,gini,8,73,2,balanced
0.7164179,21,gini,8,77,2,balanced
0.7164179,21,gini,9,63,2,balanced
0.7164179,21,gini,9,68,2,balanced
0.7164179,21,gini,10,38,1,balanced
0.7164179,21,gini,10,40,1,balanced
0.7164179,21,gini,10,48,2,balanced
0.7164179,21,gini,10,69,1,balanced
0.7164179,21,gini,10,76,2,balanced
0.7164179,21,gini,11,41,1,balanced
0.7164179,21,gini,11,41,2,balanced
0.7164179,21,gini,11,44,2,balanced
0.7164179,21,gini,11,65,1,balanced
0.7164179,21,gini,11,68,1,balanced
0.7164179,21,gini,11,69,1,balanced
0.7164179,21,gini,11,71,1,balanced
0.7164179,22,gini,6,56,2,balanced
0.7164179,22,gini,6,58,2,balanced
0.7164179,22,gini,6,60,1,balanced
0.7164179,22,gini,6,61,2,balanced
0.7164179,22,gini,6,72,2,balanced
0.7164179,22,gini,6,73,1,balanced
0.7164179,22,gini,7,36,1,balanced
0.7164179,22,gini,7,42,2,balanced
0.7164179,22,gini,7,46,1,balanced
0.7164179,22,gini,7,49,2,balanced
0.7164179,22,gini,7,50,1,balanced
0.7164179,22,gini,7,62,1,balanced
0.7164179,22,gini,7,63,1,balanced
0.7164179,22,gini,7,65,1,balanced
0.7164179,22,gini,7,66,1,balanced
0.7164179,22,gini,7,67,1,balanced
0.7164179,22,gini,7,72,1,balanced
0.7164179,22,gini,7,76,2,balanced
0.7164179,22,gini,8,38,1,balanced
0.7164179,22,gini,8,42,2,balanced
0.7164179,22,gini,8,52,1,balanced
0.7164179,22,gini,8,57,1,balanced
0.7164179,22,gini,8,64,1,balanced
0.7164179,22,gini,8,66,2,balanced
0.7164179,22,gini,8,69,1,balanced
0.7164179,22,gini,8,70,2,balanced
0.7164179,22,gini,8,75,1,balanced
0.7164179,22,gini,9,39,2,balanced
0.7164179,22,gini,9,46,2,balanced
0.7164179,22,gini,9,55,2,balanced
0.7164179,22,gini,9,57,1,balanced
0.7164179,22,gini,9,68,1,balanced
0.7164179,22,gini,9,75,1,balanced
0.7164179,22,gini,10,37,1,balanced
0.7164179,22,gini,10,40,1,balanced
0.7164179,22,gini,10,55,2,balanced
0.7164179,22,gini,11,47,1,balanced
0.7164179,22,gini,11,50,1,balanced
0.7164179,22,gini,11,54,1,balanced
0.7164179,22,gini,11,78,2,balanced
0.7164179,23,gini,6,41,2,balanced
0.7164179,23,gini,6,49,1,balanced
0.7164179,23,gini,6,49,2,balanced
0.7164179,23,gini,6,51,1,balanced
0.7164179,23,gini,6,53,1,balanced
0.7164179,23,gini,6,55,2,balanced
0.7164179,23,gini,6,56,1,balanced
0.7164179,23,gini,6,61,2,balanced
0.7164179,23,gini,6,62,2,balanced
0.7164179,23,gini,6,64,1,balanced
0.7164179,23,gini,6,72,1,balanced
0.7164179,23,gini,6,73,1,balanced
0.7164179,23,gini,6,76,1,balanced
0.7164179,23,gini,7,38,2,balanced
0.7164179,23,gini,7,40,1,balanced
0.7164179,23,gini,7,53,1,balanced
0.7164179,23,gini,7,55,2,balanced
0.7164179,23,gini,7,57,2,balanced
0.7164179,23,gini,7,58,1,balanced
0.7164179,23,gini,7,68,1,balanced
0.7164179,23,gini,7,78,1,balanced
0.7164179,23,gini,7,78,2,balanced
0.7164179,23,gini,8,41,2,balanced
0.7164179,23,gini,8,46,1,balanced
0.7164179,23,gini,8,49,1,balanced
0.7164179,23,gini,8,49,2,balanced
0.7164179,23,gini,8,55,1,balanced
0.7164179,23,gini,8,57,1,balanced
0.7164179,23,gini,8,60,1,balanced
0.7164179,23,gini,8,62,1,balanced
0.7164179,23,gini,8,62,2,balanced
0.7164179,23,gini,8,66,1,balanced
0.7164179,23,gini,8,73,2,balanced
0.7164179,23,gini,8,79,1,balanced
0.7164179,23,gini,9,39,1,balanced
0.7164179,23,gini,9,42,1,balanced
0.7164179,23,gini,9,44,1,balanced
0.7164179,23,gini,9,52,2,balanced
0.7164179,23,gini,9,56,1,balanced
0.7164179,23,gini,9,63,1,balanced
0.7164179,23,gini,9,64,2,balanced
0.7164179,23,gini,9,69,1,balanced
0.7164179,23,gini,9,73,1,balanced
0.7164179,23,gini,9,74,2,balanced
0.7164179,23,gini,10,38,2,balanced
0.7164179,23,gini,10,58,1,balanced
0.7164179,23,gini,10,64,2,balanced
0.7164179,23,gini,10,67,1,balanced
0.7164179,23,gini,11,35,1,balanced
0.7164179,23,gini,11,49,1,balanced
0.7164179,23,gini,11,50,2,balanced
0.7164179,23,gini,11,53,1,balanced
0.7164179,23,gini,11,53,2,balanced
0.7164179,23,gini,11,54,1,balanced
0.7164179,23,gini,11,66,1,balanced
0.7164179,23,gini,11,75,2,balanced
0.7164179,24,gini,6,42,2,balanced
0.7164179,24,gini,6,46,1,balanced
0.7164179,24,gini,6,53,1,balanced
0.7164179,24,gini,6,56,2,balanced
0.7164179,24,gini,6,66,2,balanced
0.7164179,24,gini,6,70,2,balanced
0.7164179,24,gini,6,72,1,balanced
0.7164179,24,gini,6,77,1,balanced
0.7164179,24,gini,7,35,2,balanced
0.7164179,24,gini,7,36,1,balanced
0.7164179,24,gini,7,38,2,balanced
0.7164179,24,gini,7,40,2,balanced
0.7164179,24,gini,7,50,2,balanced
0.7164179,24,gini,7,55,1,balanced
0.7164179,24,gini,7,60,1,balanced
0.7164179,24,gini,7,60,2,balanced
0.7164179,24,gini,7,74,1,balanced
0.7164179,24,gini,7,76,1,balanced
0.7164179,24,gini,7,79,1,balanced
0.7164179,24,gini,7,79,2,balanced
0.7164179,24,gini,8,36,2,balanced
0.7164179,24,gini,8,43,2,balanced
0.7164179,24,gini,8,45,2,balanced
0.7164179,24,gini,8,46,1,balanced
0.7164179,24,gini,8,47,1,balanced
0.7164179,24,gini,8,48,1,balanced
0.7164179,24,gini,8,51,1,balanced
0.7164179,24,gini,8,58,1,balanced
0.7164179,24,gini,8,59,1,balanced
0.7164179,24,gini,8,66,2,balanced
0.7164179,24,gini,8,67,2,balanced
0.7164179,24,gini,8,70,1,balanced
0.7164179,24,gini,8,78,2,balanced
0.7164179,24,gini,8,79,1,balanced
0.7164179,24,gini,9,35,1,balanced
0.7164179,24,gini,9,46,2,balanced
0.7164179,24,gini,9,50,2,balanced
0.7164179,24,gini,9,66,1,balanced
0.7164179,24,gini,9,70,2,balanced
0.7164179,24,gini,10,42,2,balanced
0.7164179,24,gini,10,43,1,balanced
0.7164179,24,gini,10,47,1,balanced
0.7164179,24,gini,10,48,2,balanced
0.7164179,24,gini,10,49,1,balanced
0.7164179,24,gini,10,67,2,balanced
0.7164179,24,gini,11,45,1,balanced
0.7164179,24,gini,11,51,1,balanced
0.7164179,24,gini,11,61,1,balanced
0.7164179,24,gini,11,63,1,balanced
0.7164179,24,gini,11,64,1,balanced
0.7164179,24,gini,11,66,1,balanced
0.7164179,24,gini,11,76,1,balanced
0.7164179,24,gini,11,77,1,balanced
0.7164179,24,gini,11,77,2,balanced
0.7164179,25,gini,6,36,2,balanced
0.7164179,25,gini,6,44,2,balanced
0.7164179,25,gini,6,45,1,balanced
0.7164179,25,gini,6,51,2,balanced
0.7164179,25,gini,6,67,1,balanced
0.7164179,25,gini,6,68,2,balanced
0.7164179,25,gini,6,74,1,balanced
0.7164179,25,gini,6,74,2,balanced
0.7164179,25,gini,6,79,2,balanced
0.7164179,25,gini,7,37,1,balanced
0.7164179,25,gini,7,38,2,balanced
0.7164179,25,gini,7,47,1,balanced
0.7164179,25,gini,7,48,2,balanced
0.7164179,25,gini,7,60,1,balanced
0.7164179,25,gini,7,60,2,balanced
0.7164179,25,gini,7,61,1,balanced
0.7164179,25,gini,7,75,1,balanced
0.7164179,25,gini,7,79,2,balanced
0.7164179,25,gini,8,38,2,balanced
0.7164179,25,gini,8,44,2,balanced
0.7164179,25,gini,8,52,2,balanced
0.7164179,25,gini,8,53,1,balanced
0.7164179,25,gini,8,58,1,balanced
0.7164179,25,gini,8,59,1,balanced
0.7164179,25,gini,8,64,1,balanced
0.7164179,25,gini,8,68,2,balanced
0.7164179,25,gini,8,77,1,balanced
0.7164179,25,gini,9,38,2,balanced
0.7164179,25,gini,9,41,2,balanced
0.7164179,25,gini,9,46,2,balanced
0.7164179,25,gini,9,53,2,balanced
0.7164179,25,gini,9,59,2,balanced
0.7164179,25,gini,9,66,1,balanced
0.7164179,25,gini,9,69,2,balanced
0.7164179,25,gini,9,73,2,balanced
0.7164179,25,gini,9,78,2,balanced
0.7164179,25,gini,10,35,1,balanced
0.7164179,25,gini,10,37,1,balanced
0.7164179,25,gini,10,44,2,balanced
0.7164179,25,gini,10,54,1,balanced
0.7164179,25,gini,10,62,1,balanced
0.7164179,25,gini,10,64,1,balanced
0.7164179,25,gini,10,70,1,balanced
0.7164179,25,gini,10,71,1,balanced
0.7164179,25,gini,10,74,2,balanced
0.7164179,25,gini,10,76,1,balanced
0.7164179,25,gini,10,77,2,balanced
0.7164179,25,gini,11,47,1,balanced
0.7164179,25,gini,11,58,2,balanced
0.7164179,25,gini,11,78,2,balanced
0.7164179,25,gini,11,79,1,balanced
0.7164179,26,gini,6,35,2,balanced
0.7164179,26,gini,6,38,1,balanced
0.7164179,26,gini,6,50,1,balanced
0.7164179,26,gini,6,50,2,balanced
0.7164179,26,gini,6,51,2,balanced
0.7164179,26,gini,6,53,1,balanced
0.7164179,26,gini,6,60,2,balanced
0.7164179,26,gini,6,65,1,balanced
0.7164179,26,gini,6,68,1,balanced
0.7164179,26,gini,6,68,2,balanced
0.7164179,26,gini,6,73,2,balanced
0.7164179,26,gini,6,74,2,balanced
0.7164179,26,gini,6,77,2,balanced
0.7164179,26,gini,6,78,1,balanced
0.7164179,26,gini,7,37,1,balanced
0.7164179,26,gini,7,37,2,balanced
0.7164179,26,gini,7,42,2,balanced
0.7164179,26,gini,7,45,1,balanced
0.7164179,26,gini,7,53,2,balanced
0.7164179,26,gini,7,63,2,balanced
0.7164179,26,gini,7,66,1,balanced
0.7164179,26,gini,7,69,2,balanced
0.7164179,26,gini,7,71,1,balanced
0.7164179,26,gini,8,40,2,balanced
0.7164179,26,gini,8,42,1,balanced
0.7164179,26,gini,8,43,1,balanced
0.7164179,26,gini,8,44,2,balanced
0.7164179,26,gini,8,58,2,balanced
0.7164179,26,gini,8,61,1,balanced
0.7164179,26,gini,8,61,2,balanced
0.7164179,26,gini,8,63,2,balanced
0.7164179,26,gini,8,64,2,balanced
0.7164179,26,gini,8,68,2,balanced
0.7164179,26,gini,8,79,1,balanced
0.7164179,26,gini,9,52,1,balanced
0.7164179,26,gini,9,58,2,balanced
0.7164179,26,gini,9,69,1,balanced
0.7164179,26,gini,9,71,1,balanced
0.7164179,26,gini,9,76,1,balanced
0.7164179,26,gini,9,79,1,balanced
0.7164179,26,gini,10,43,2,balanced
0.7164179,26,gini,10,44,2,balanced
0.7164179,26,gini,10,48,1,balanced
0.7164179,26,gini,10,53,2,balanced
0.7164179,26,gini,10,64,2,balanced
0.7164179,26,gini,10,65,2,balanced
0.7164179,26,gini,10,75,1,balanced
0.7164179,26,gini,10,76,2,balanced
0.7164179,26,gini,10,77,1,balanced
0.7164179,26,gini,10,77,2,balanced
0.7164179,26,gini,11,42,2,balanced
0.7164179,26,gini,11,47,2,balanced
0.7164179,26,gini,11,48,1,balanced
0.7164179,26,gini,11,49,1,balanced
0.7164179,26,gini,11,72,2,balanced
0.7164179,26,gini,11,78,2,balanced
0.7164179,27,gini,6,37,1,balanced
0.7164179,27,gini,6,41,2,balanced
0.7164179,27,gini,6,53,2,balanced
0.7164179,27,gini,6,54,2,balanced
0.7164179,27,gini,6,59,1,balanced
0.7164179,27,gini,6,75,1,balanced
0.7164179,27,gini,6,75,2,balanced
0.7164179,27,gini,6,76,2,balanced
0.7164179,27,gini,7,45,1,balanced
0.7164179,27,gini,7,51,1,balanced
0.7164179,27,gini,7,55,2,balanced
0.7164179,27,gini,7,66,2,balanced
0.7164179,27,gini,7,70,1,balanced
0.7164179,27,gini,7,72,1,balanced
0.7164179,27,gini,7,72,2,balanced
0.7164179,27,gini,7,74,1,balanced
0.7164179,27,gini,8,35,1,balanced
0.7164179,27,gini,8,46,1,balanced
0.7164179,27,gini,8,52,2,balanced
0.7164179,27,gini,8,53,2,balanced
0.7164179,27,gini,8,62,1,balanced
0.7164179,27,gini,8,62,2,balanced
0.7164179,27,gini,8,76,1,balanced
0.7164179,27,gini,9,36,2,balanced
0.7164179,27,gini,9,37,1,balanced
0.7164179,27,gini,9,38,2,balanced
0.7164179,27,gini,9,57,2,balanced
0.7164179,27,gini,9,61,2,balanced
0.7164179,27,gini,9,66,2,balanced
0.7164179,27,gini,9,71,1,balanced
0.7164179,27,gini,9,71,2,balanced
0.7164179,27,gini,10,37,2,balanced
0.7164179,27,gini,10,38,1,balanced
0.7164179,27,gini,10,53,2,balanced
0.7164179,27,gini,10,56,2,balanced
0.7164179,27,gini,10,66,2,balanced
0.7164179,27,gini,10,75,1,balanced
0.7164179,27,gini,10,78,1,balanced
0.7164179,27,gini,11,44,1,balanced
0.7164179,27,gini,11,47,2,balanced
0.7164179,27,gini,11,59,1,balanced
0.7164179,27,gini,11,63,1,balanced
0.7164179,27,gini,11,64,2,balanced
0.7164179,27,gini,11,70,1,balanced
0.7164179,27,gini,11,72,1,balanced
0.7164179,27,gini,11,74,2,balanced
0.7164179,27,gini,11,76,2,balanced
0.7164179,28,gini,6,55,1,balanced
0.7164179,28,gini,6,55,2,balanced
0.7164179,28,gini,6,59,2,balanced
0.7164179,28,gini,6,61,1,balanced
0.7164179,28,gini,6,61,2,balanced
0.7164179,28,gini,6,77,2,balanced
0.7164179,28,gini,6,78,1,balanced
0.7164179,28,gini,7,37,1,balanced
0.7164179,28,gini,7,43,2,balanced
0.7164179,28,gini,7,47,1,balanced
0.7164179,28,gini,7,49,2,balanced
0.7164179,28,gini,7,59,1,balanced
0.7164179,28,gini,7,61,2,balanced
0.7164179,28,gini,7,67,2,balanced
0.7164179,28,gini,7,70,1,balanced
0.7164179,28,gini,7,77,2,balanced
0.7164179,28,gini,8,35,1,balanced
0.7164179,28,gini,8,53,1,balanced
0.7164179,28,gini,8,58,2,balanced
0.7164179,28,gini,8,66,1,balanced
0.7164179,28,gini,8,67,1,balanced
0.7164179,28,gini,8,68,1,balanced
0.7164179,28,gini,8,72,1,balanced
0.7164179,28,gini,8,75,2,balanced
0.7164179,28,gini,9,48,1,balanced
0.7164179,28,gini,9,51,2,balanced
0.7164179,28,gini,9,56,2,balanced
0.7164179,28,gini,9,58,1,balanced
0.7164179,28,gini,9,68,1,balanced
0.7164179,28,gini,9,73,1,balanced
0.7164179,28,gini,10,42,1,balanced
0.7164179,28,gini,10,52,1,balanced
0.7164179,28,gini,10,55,1,balanced
0.7164179,28,gini,10,61,2,balanced
0.7164179,28,gini,10,62,1,balanced
0.7164179,28,gini,10,62,2,balanced
0.7164179,28,gini,10,63,1,balanced
0.7164179,28,gini,11,36,1,balanced
0.7164179,28,gini,11,48,1,balanced
0.7164179,28,gini,11,49,2,balanced
0.7164179,28,gini,11,59,1,balanced
0.7164179,28,gini,11,70,2,balanced
0.7164179,28,gini,11,76,1,balanced
0.7164179,29,gini,6,48,1,balanced
0.7164179,29,gini,6,49,1,balanced
0.7164179,29,gini,6,54,1,balanced
0.7164179,29,gini,6,63,1,balanced
0.7164179,29,gini,6,64,1,balanced
0.7164179,29,gini,6,73,2,balanced
0.7164179,29,gini,7,37,1,balanced
0.7164179,29,gini,7,40,2,balanced
0.7164179,29,gini,7,45,1,balanced
0.7164179,29,gini,7,51,1,balanced
0.7164179,29,gini,7,53,1,balanced
0.7164179,29,gini,7,65,2,balanced
0.7164179,29,gini,7,66,2,balanced
0.7164179,29,gini,7,69,2,balanced
0.7164179,29,gini,7,73,1,balanced
0.7164179,29,gini,7,78,2,balanced
