mean squared error,Mean absolute error,alpha,average,early_stopping,epsilon,eta,fit intercept ,l1 ratio,learning rate ,loss,maxed iter,n iter no change,penalty,Power t,Random State,shuffle ,tol,validation fraction,verbose,warm_start
129.999907781786,9.97608784018303,0.0004,False,False,0.01,0.01,True,0.001,'invscaling','huber',500,8,'l1',0.4,0,True,0.001,0.4,False,False
131.278793989659,9.22027926773647,0.0001,False,False,0.01,0.0001,True,0.15,'constant','huber',500,10,'l2',0.5,0,True,0.001,0.4,False,False
134.328651622299,10.0971566393791,0.0004,False,False,0.01,0.0009,True,0.001,'invscaling','huber',500,8,'l1',0.3,0,True,0.001,0.4,False,False
142.856251575482,10.5218144201213,0.0004,True,False,0.01,0.01,True,0.41,'invscaling','huber',800,8,'l1',0.3,0,True,0.001,0.1,False,False
150.759051915965,10.8460885890256,0.0001,False,False,0.0099,0.01,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
162.915674976044,11.2465640032838,0.0004,False,False,0.01,0.01,True,0.41,'invscaling','huber',800,4,'l1',0.3,0,True,0.001,0.4,False,False
163.435840973264,11.1224620939872,0.0004,False,False,0.001,0.0001,True,0.001,'constant','huber',500,8,'l1',0.5,0,True,0.001,0.4,False,False
164.43240609029,10.6266188945513,0.0005,False,False,0.01,0.0001,True,0.15,'constant','huber',500,8,'l1',0.5,0,True,0.001,0.4,False,False
164.43240609029,10.6266188945513,0.0005,False,False,0.01,0.0001,True,0.15,'constant','huber',500,8,'l1',0.5,0,True,0.001,0.4,False,False
164.654086977117,11.2972259642111,0.0004,False,False,0.01,0.0001,True,0.001,'invscaling','huber',500,8,'l1',0.4,0,True,0.001,0.4,False,False
164.962748574751,11.0732810654325,0.0004,False,False,0.001,0.0001,True,0.001,'constant','huber',500,8,'l2',0.5,0,True,0.001,0.4,False,False
167.955690521499,11.3619179560442,0.0004,False,False,0.01,0.0001,True,0.001,'invscaling','huber',500,8,'l1',0.5,0,True,0.001,0.4,False,False
168.507854429221,11.2275181488811,0.0004,False,False,0.01,0.0001,True,0.001,'invscaling','huber',500,8,'l1',0.3,0,True,0.001,0.4,False,False
168.507854429221,11.2275181488811,0.0004,False,False,0.01,0.0001,True,0.001,'invscaling','huber',500,8,'l1',0.3,0,True,0.001,0.4,False,False
171.924545258156,11.4576169010902,0.0091,False,False,0.01,0.02,True,0.41,'adaptive','huber',1000,4,'l1',0.3,500,True,0.0001,0.2,False,False
195.879963871755,11.1279507472155,0.0001,False,False,0.001,0.01,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
198.481571193548,12.7038013794114,0.0004,False,False,0.01,0.01,True,0.41,'invscaling','huber',800,5,'l1',0.3,0,True,0.001,0.4,False,False
209.561564935985,13.325588815993,0.0091,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
209.561564935985,13.325588815993,0.0091,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
209.561564935985,13.325588815993,0.0091,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
209.561564935985,13.325588815993,0.0091,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.002,0.1,False,False
209.561564935985,13.325588815993,0.0091,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.0001,0.1,False,False
234.769124961197,12.409458539079,0.0004,False,False,0.01,0.0001,True,0.001,'constant','huber',500,8,'none',0.5,0,True,0.001,0.4,False,False
237.645481342177,12.4116779508015,0.0001,False,False,0.02,0.01,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
244.974601697136,12.6753201677204,0.001,False,False,0.01,0.0001,True,0.15,'constant','huber',500,8,'l1',0.5,0,True,0.001,0.4,False,False
244.974601697136,12.6753201677204,0.001,False,False,0.01,0.0001,True,0.15,'constant','huber',500,8,'l1',0.5,0,True,0.001,0.4,False,False
248.705984092865,14.5894555529485,0.0091,False,False,0.009,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,500,True,0.0001,0.1,False,False
257.106460923147,13.0170343121673,0.0004,False,False,0.01,0.04,True,0.001,'invscaling','huber',500,8,'l1',0.3,0,True,0.001,0.4,False,False
333.703247519299,17.0685190097626,0.0091,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,459,True,0.0001,0.2,False,False
366.556929898393,18.1585332989237,0.0001,False,False,0.01,0.0001,True,0.15,'constant','huber',500,3,'l2',0.5,0,True,0.001,0.4,False,False
412.084601744095,16.4521965837748,0.0001,False,False,0.01,0.01,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.01,0.4,False,False
412.821953691837,19.5500990663631,0.0001,False,False,0.01,0.001,True,0.15,'constant','huber',500,5,'l2',0.3,0,True,0.001,0.4,False,False
412.821953691837,19.5500990663631,0.0001,False,False,0.01,0.001,True,0.15,'constant','huber',500,5,'l2',0.3,0,True,0.001,0.4,False,False
472.046661430235,18.48812308093,0.0004,False,False,0.01,0.08,True,0.001,'invscaling','huber',500,8,'l1',0.3,0,True,0.001,0.4,False,False
489.257664099697,18.6671483916153,0.0004,False,False,0.01,0.009,True,0.001,'invscaling','huber',500,8,'l1',0.3,0,True,0.001,0.4,False,False
514.762483139606,22.0160996285504,0.0001,False,False,0.01,0.0012,True,0.15,'constant','huber',500,5,'l2',0.3,0,True,0.001,0.4,False,False
535.00751355494,19.7302063868866,0.0004,False,False,0.01,0.014,True,0.001,'invscaling','huber',500,8,'l1',0.3,0,True,0.001,0.4,False,False
544.109191641102,22.4973731498736,0.0001,False,False,0.1,0.01,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
597.437692307692,23.2564102564103,0.0001,False,False,False,0.014,True,0.15,'invscaling','huber',1000,4,'l2',0.5,0,True,0.001,0.1,False,False
597.437692307692,23.2564102564103,0.0001,False,False,False,0.014,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
597.437692307692,23.2564102564103,0.0001,False,False,False,0.014,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
597.437692307692,23.2564102564103,0.0001,False,False,False,0.013,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
597.437692307692,23.2564102564103,0.0001,False,False,False,0.09,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
597.437692307692,23.2564102564103,0.0001,False,False,False,0.02,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
597.437692307692,23.2564102564103,0.0001,False,False,False,0.08,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
597.437692307692,23.2564102564103,0.0001,False,False,False,0.1,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
597.437692307692,23.2564102564103,0.0001,False,False,False,2,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
597.437692307692,23.2564102564103,0.0001,False,False,False,0.01,True,0.15,'invscaling','huber',1000,5,'l2',0.5,0,True,0.001,0.4,False,False
597.437692307692,23.2564102564103,0.0004,False,False,0,0.0001,True,0.001,'constant','huber',500,8,'l2',0.5,0,True,0.001,0.4,False,False
687.905595307776,22.5855937482802,0.0004,False,False,0.01,0.01,True,0.41,'invscaling','huber',800,8,'l1',0.3,500,True,0.001,0.1,False,False
791.983406304061,24.4212626707415,0.0004,False,False,0.01001,0.01,True,0.41,'invscaling','huber',800,8,'l1',0.3,0,True,0.001,0.1,False,False
805.377423434468,24.7396685552256,0.0004,False,False,0.01,0.013,True,0.001,'invscaling','huber',500,8,'l1',0.3,0,True,0.001,0.4,False,False
824.786327420884,27.7954478989269,0.0004,False,False,0.01,0.01,True,0.41,'invscaling','huber',800,8,'l1',0.3,0,True,0.004,0.1,False,False
824.786327420884,27.7954478989269,0.0004,False,False,0.01,0.01,True,0.41,'invscaling','huber',800,8,'l1',0.3,0,True,0.002,0.1,False,False
864.24551153763,28.6239724199822,0.00911,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
888.442055548936,26.091463599436,0.0004,False,False,0.009,0.01,True,0.41,'invscaling','huber',800,8,'l1',0.3,0,True,0.001,0.1,False,False
1123.10017247513,30.4478766920359,0.0009,False,False,0.01,0.11,True,0.41,'optimal','huber',4000,8,'l2',0.3,0,True,0.001,0.1,False,False
1280.80937521023,32.4591434512819,0.00821,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
1417.40058344258,37.0145167330132,0.0091,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,1000,True,0.0001,0.2,False,False
1625.66419476424,36.2392193111625,0.009,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
1625.66419476424,36.2392193111625,0.009,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
1853.32027453717,42.1278250913956,0.0004,False,False,0.01,0.01,True,0.001,'invscaling','huber',500,8,'l2',0.3,0,True,0.001,0.4,False,False
1938.71333913927,41.0725386610441,0.001,False,False,0.01,0.11,True,0.41,'optimal','huber',4000,8,'l2',0.3,0,True,0.001,0.1,False,False
2235.90803430997,43.4378976236846,0.01,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
2235.90803430997,43.4378976236846,0.01,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
2431.10852373882,48.1498502185412,0.0091,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,9,'l2',0.3,500,True,0.0001,0.1,False,False
2465.15650518971,45.8881696723173,0.0004,False,False,0.01,0.01,True,0.001,'invscaling','huber',500,8,'l1',0.2,0,True,0.001,0.4,False,False
2473.68733649893,48.76111088827,0.08,False,False,0.01,0.11,True,0.41,'optimal','huber',1000,8,'l2',0.3,0,True,0.001,0.1,False,False
